Datetime,Bought Price,Quantity,Status,Profit made
2020-05-30 14:53:04,9498.49,0.021055,BOUGHT,0
2020-05-30 14:53:23,9500.0,0.02021,BOUGHT,0
2020-05-30 14:53:25,9500.0,0.024252,BOUGHT,0
2020-05-30 14:54:20,9511.54,0.018603,BOUGHT,0
2020-05-30 14:54:27,9512.45,0.017857,BOUGHT,0
2020-05-30 14:55:38,9512.73,0.017142,BOUGHT,0
2020-05-30 14:55:40,9514.13,0.020568,BOUGHT,0
2020-05-30 14:55:42,9514.99,0.024679,BOUGHT,0
