Datetime,Bought Price,Sold Price,Quantity,Status,Profit made
2020-05-30 14:53:05,9498.49,9498.49,0.025265,SOLD,0.6700000000000728
2020-05-30 14:53:26,9500.0,9500.0,0.029072,SOLD,10.0
2020-05-30 14:53:27,9500.0,9500.0,0.02325,SOLD,13.180000000000291
2020-05-30 14:54:25,9511.54,9512.27,0.022321,SOLD,0.05999999999949068
2020-05-30 14:54:28,9512.45,9512.33,0.021426,SOLD,1.0599999999994907
2020-05-30 14:55:43,9512.73,9513.24,0.029617,SOLD,1.0599999999994907
2020-05-30 14:55:45,9514.13,9514.83,0.023692,SOLD,0.15999999999985448
2020-05-30 14:55:47,9514.99,9514.13,0.018953,SOLD,0.8700000000008004
